hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Villages Clubs du Soleil Marseille,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d12107206-Reviews-Villages_Clubs_du_Soleil_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_A.html,Как добраться,"4,5","3,0",7 751 руб - 10 852 руб,7 751 руб,10 852 руб
C2 Hotel,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d6554997-Reviews-C2_Hotel-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5","5,0",16 779 руб - 24 166 руб,16 779 руб,24 166 руб
Качество Отель Марсей Вьё Порт,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d3224799-Reviews-Hotel_Marsiho_by_HappyCulture-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",6 566 руб - 14 135 руб,6 566 руб,14 135 руб
Отель Бельвю,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1018718-Reviews-Hotel_Belle_Vue_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",11 125 руб - 20 792 руб,11 125 руб,20 792 руб
NH Collection Marseille,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d12957244-Reviews-NH_Collection_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5","4,0",11 308 руб - 16 323 руб,11 308 руб,16 323 руб
"Рэдиссон Блю Отель, Марсей Вьё Порт",Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d649844-Reviews-Radisson_Blu_Hotel_Marseille_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_.html,Как добраться,"4,0","4,0",15 411 руб - 21 521 руб,15 411 руб,21 521 руб
Новотель Марсей Вьё Порт,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d239222-Reviews-Novotel_Marseille_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","4,0",13 223 руб - 16 323 руб,13 223 руб,16 323 руб
Ситадин Марсей Кастельлан,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197119-Reviews-Citadines_Castellane_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,"3,0",6 748 руб - 8 390 руб,6 748 руб,8 390 руб
Appart'Hôtel Odalys Prado Castellane,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d8660488-Reviews-Appart_Hotel_Odalys_Prado_Castellane-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_.html,Как добраться,"4,0","3,0",5 380 руб - 8 207 руб,5 380 руб,8 207 руб
Ибис Марсей Тимoн,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197116-Reviews-Ibis_Marseille_Timone-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,"3,0",7 113 руб - 9 301 руб,7 113 руб,9 301 руб
Les Appartements du Vieux Port,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d11700427-Reviews-Les_Appartements_du_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5","3,0",8 481 руб - 12 402 руб,8 481 руб,12 402 руб
Toyoko Inn Marseille Saint Charles,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d14143086-Reviews-Toyoko_Inn_Marseille_Saint_Charles-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_A.html,Как добраться,"3,0",,6 657 руб - 8 298 руб,6 657 руб,8 298 руб
Отель Вертигo - Вьё Порт,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1954574-Reviews-Hotel_Vertigo_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",2 645 руб - 8 298 руб,2 645 руб,8 298 руб
Hotel Les Bords De Mer,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d15236797-Reviews-Hotel_Les_Bords_De_Mer-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","2,0",25 625 руб - 30 275 руб,25 625 руб,30 275 руб
Нью Отель Бомпар,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197108-Reviews-Hotel_Mercure_Marseille_centre_Bompard_La_Corniche-Marseille_Bouches_du_Rhone_Provence_.html,Как добраться,"3,5","4,0",9 940 руб - 14 043 руб,9 940 руб,14 043 руб
Нью Отель Вьё Порт,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d207552-Reviews-New_Hotel_Le_Quai_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,"4,0",9 028 руб - 15 776 руб,9 028 руб,15 776 руб
Меркур Марсей Центр,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197110-Reviews-Mercure_Marseille_Centre_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Az.html,Как добраться,"4,0","4,0",10 852 руб - 15 411 руб,10 852 руб,15 411 руб
Сьют Aфер,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1482738-Reviews-Residhotel_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","4,0",6 566 руб - 9 210 руб,6 566 руб,9 210 руб
Ибис Марсей Эромедитерране,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1025963-Reviews-Ibis_Marseille_Centre_Euromed-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",7 934 руб - 10 761 руб,7 934 руб,10 761 руб
AC Hotel by Marriott Marseille Prado Velodrome,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d9451954-Reviews-AC_Hotel_by_Marriott_Marseille_Prado_Velodrome-Marseille_Bouches_du_Rhone_Provence_Alp.html,Как добраться,"4,0","4,0",10 578 руб - 14 135 руб,10 578 руб,14 135 руб
Адажио Марсей Прадo Пляж,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d238764-Reviews-Marseille_Prado_Comfort_Aparthotel-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azu.html,Как добраться,"3,5","3,0",5 745 руб - 7 842 руб,5 745 руб,7 842 руб
Резидoм Аппар Отель Сен-Шарль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d3418871-Reviews-Zenitude_Hotel_Residences_Marseille_Saint_Charles-Marseille_Bouches_du_Rhone_Provence_.html,8 470 руб,"4,0","3,0",7 022 руб - 8 846 руб,7 022 руб,8 846 руб
Ипарк Марсей,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2146410-Reviews-Aparthotel_Adagio_Marseille_Timone-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Az.html,Как добраться,"3,5","3,0",5 927 руб - 7 751 руб,5 927 руб,7 751 руб
Сьют Новотель Марсей Центр Эром,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1075138-Reviews-Novotel_Suites_Marseille_Centre_Euromed-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote.html,Как добраться,"4,0","4,0",10 761 руб - 13 496 руб,10 761 руб,13 496 руб
Бед Энд Брекфаст Марсей Ля Жoлиетт,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1996984-Reviews-B_B_HOTEL_Marseille_Centre_La_Joliette-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_.html,Как добраться,"3,0","2,0",5 654 руб - 7 842 руб,5 654 руб,7 842 руб
B&b Hotel Marseille Prado Vélodrome,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d10282978-Reviews-B_b_Hotel_Marseille_Prado_Velodrome-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_.html,Как добраться,"4,0","2,0",6 748 руб - 10 122 руб,6 748 руб,10 122 руб
Отель Дю Сюд,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d238795-Reviews-Hotel_du_Sud-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","2,0",5 654 руб - 7 386 руб,5 654 руб,7 386 руб
Адажио Аксе Марсей Прадo Перье,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d502981-Reviews-Aparthotel_Adagio_Access_Marseille_Prado_Perier-Marseille_Bouches_du_Rhone_Provence_Alp.html,Как добраться,"3,5","3,0",6 292 руб - 7 295 руб,6 292 руб,7 295 руб
B&B HOTEL Marseille Euromed,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d6978256-Reviews-B_B_HOTEL_Marseille_Euromed-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,0","2,0",5 380 руб - 6 657 руб,5 380 руб,6 657 руб
Эта Марсей Прадo Парк Дез Экспoзисьон,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d507425-Reviews-B_B_HOTEL_Marseille_Parc_Chanot-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","2,0",5 471 руб - 8 572 руб,5 471 руб,8 572 руб
Эрмес,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d235838-Reviews-Hermes-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","2,0",7 386 руб - 10 122 руб,7 386 руб,10 122 руб
Нью Отель Оф Марсей - Лё Фарo,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d582074-Reviews-New_Hotel_Of_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","4,0",10 122 руб - 15 320 руб,10 122 руб,15 320 руб
Ализе Отель,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d220190-Reviews-Life_Marseille_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",8 116 руб - 12 402 руб,8 116 руб,12 402 руб
Отель Монгран,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1731608-Reviews-Hotel_Maison_Montgrand_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azu.html,Как добраться,"4,0","3,0",8 298 руб - 14 591 руб,8 298 руб,14 591 руб
La Petite Calanque,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d8260968-Reviews-La_Petite_Calanque-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5",,9 757 руб - 10 852 руб,9 757 руб,10 852 руб
Montempô Marseille Centre Euromed,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d9589294-Reviews-Montempo_Marseille_Centre_Euromed-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azu.html,Как добраться,"3,5",,5 380 руб - 6 566 руб,5 380 руб,6 566 руб
Montempo Marseille Centre Dome,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d23166204-Reviews-Montempo_Marseille_Centre_Dome-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0",,5 654 руб - 7 478 руб,5 654 руб,7 478 руб
Отель Сен Ферреoль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d235922-Reviews-Hotel_Saint_Ferreol-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",7 022 руб - 9 210 руб,7 022 руб,9 210 руб
Ибис Марсей Ля Валентин,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197120-Reviews-B_B_HOTEL_Marseille_La_Valentine_Porte_d_Aubagne-Marseille_Bouches_du_Rhone_Provence_Al.html,Как добраться,"4,0","3,0",6 110 руб - 7 934 руб,6 110 руб,7 934 руб
Отель Терминус Сен Шарль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1495325-Reviews-Hotel_Terminus_Saint_Charles-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","2,0",7 478 руб - 10 305 руб,7 478 руб,10 305 руб
Бест Вестерн Ля Жoлиетт,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1963633-Reviews-Best_Western_Plus_La_Joliette-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","4,0",11 308 руб - 13 679 руб,11 308 руб,13 679 руб
Азюр Отель,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d238753-Reviews-Hotel_Azur-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","2,0",6 383 руб - 9 484 руб,6 383 руб,9 484 руб
City Residence Marseille,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d6549962-Reviews-City_Residence_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,0","3,0",4 286 руб - 5 471 руб,4 286 руб,5 471 руб
Kyriad Marseille Blancarde - Timone,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d10146412-Reviews-Kyriad_Marseille_Blancarde_Timone-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Az.html,Как добраться,"3,5","3,0",6 292 руб - 8 390 руб,6 292 руб,8 390 руб
Ибис Марсей Прадo Велoдрoм,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197117-Reviews-B_B_HOTEL_Marseille_Prado_Parc_Des_Expositions-Marseille_Bouches_du_Rhone_Provence_Alpe.html,Как добраться,"3,5","3,0",5 927 руб - 7 569 руб,5 927 руб,7 569 руб
Лoжи Ле Сигалoн,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1054110-Reviews-Logis_Les_Cigalons-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","2,0",5 836 руб - 7 660 руб,5 836 руб,7 660 руб
Лё Мистраль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1450006-Reviews-Hotel_Le_Mistral-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","2,0",7 478 руб - 9 393 руб,7 478 руб,9 393 руб
Ибис Марсей Центр Бур,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197118-Reviews-B_B_HOTEL_Marseille_Centre_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_.html,Как добраться,"3,5","3,0",6 566 руб - 8 298 руб,6 566 руб,8 298 руб
"Crowne Plaza Marseille - Le Dôme, an IHG Hotel",Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d25302810-Reviews-Crowne_Plaza_Marseille_Le_Dome_an_IHG_Hotel-Marseille_Bouches_du_Rhone_Provence_Alpes.html,Как добраться,"4,5","4,0",9 119 руб - 12 311 руб,9 119 руб,12 311 руб
Ибис Бюдже Марсей Тимoн,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1071222-Reviews-Ibis_Budget_Marseille_Timone-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,"2,0",6 292 руб - 7 113 руб,6 292 руб,7 113 руб
Меркур Марсей Центр Прадo,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d222942-Reviews-Mercure_Marseille_Centre_Prado_Hotel_Velodrome-Marseille_Bouches_du_Rhone_Provence_Alpe.html,Как добраться,"4,0","4,0",9 666 руб - 13 679 руб,9 666 руб,13 679 руб
Отель Лё Корбюсье,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d195833-Reviews-Hotel_le_Corbusier-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",11 490 руб - 11 946 руб,11 490 руб,11 946 руб
Adira Resid' Marseille Vieux Port,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d24829412-Reviews-Adira_Resid_Marseille_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azu.html,Как добраться,"4,5",,9 666 руб - 18 147 руб,9 666 руб,18 147 руб
Ситадин Марсей Прадo Шанo Aпартотель,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d232407-Reviews-Citadines_Prado_Chanot_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",6 748 руб - 10 122 руб,6 748 руб,10 122 руб
Бед Энд Брекфаст Марсей Ля Валентин,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1236472-Reviews-B_B_Hotel_Marseille_La_Valentine-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,"2,0",5 380 руб - 6 657 руб,5 380 руб,6 657 руб
Кампаниль Марсей Сен Aнтoин,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d280166-Reviews-Campanile_Marseille_Saint_Antoine-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5",,5 380 руб - 7 204 руб,5 380 руб,7 204 руб
Ибис Бюдже Марсей Л'Эстак,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2290422-Reviews-Ibis_Budget_Marseille_l_Estaque-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","2,0",7 478 руб - 8 116 руб,7 478 руб,8 116 руб
Севан Юрбан Сьютс Прадo,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2519842-Reviews-Appart_City_Confort_Marseille_Centre_Prado_Velodrome-Marseille_Bouches_du_Rhone_Proven.html,Как добраться,"3,5","3,0",6 019 руб - 7 660 руб,6 019 руб,7 660 руб
Премьер Класс Марсей Эст - Ля Валентин,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d644521-Reviews-Premiere_Classe_Marseille_Est_La_Valentine-Marseille_Bouches_du_Rhone_Provence_Alpes_Co.html,Как добраться,"2,5",,4 286 руб - 4 833 руб,4 286 руб,4 833 руб
Отель Де Л'Aриана,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1719794-Reviews-Hotel_Ariana-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"2,5",,3 921 руб - 4 286 руб,3 921 руб,4 286 руб
Ибис Стиль Марсей Кастельлан,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2216485-Reviews-Ibis_Styles_Marseille_Centre_Prado_Castellane-Marseille_Bouches_du_Rhone_Provence_Alpe.html,Как добраться,"3,5","3,0",7 842 руб - 10 122 руб,7 842 руб,10 122 руб
Бест Вестерн Отель Дю Мюсем,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2439908-Reviews-Best_Western_Hotel_Du_Mucem-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",8 025 руб - 10 852 руб,8 025 руб,10 852 руб
Адажио Аксе Марсей Сен Шарль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1724139-Reviews-Aparthotel_Adagio_Access_Marseille_Saint_Charles-Marseille_Bouches_du_Rhone_Provence_A.html,Как добраться,"3,5","3,0",6 201 руб - 8 481 руб,6 201 руб,8 481 руб
Ибис Марсей Боннвен Рут Де Каланк,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197111-Reviews-Ibis_Marseille_Bonneveine_Route_des_Calanques-Marseille_Bouches_du_Rhone_Provence_Alpes.html,Как добраться,"3,5","3,0",7 569 руб - 9 119 руб,7 569 руб,9 119 руб
Лё Кло Дю Жа,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d3782416-Reviews-Le_Clos_du_Jas-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"5,0",,9 575 руб - 9 757 руб,9 575 руб,9 757 руб
Нью Отель Сен Шарль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197113-Reviews-Greet_Hotel_Marseille_Centre_Saint_Charles-Marseille_Bouches_du_Rhone_Provence_Alpes_Co.html,Как добраться,"4,0","2,0",6 931 руб - 8 663 руб,6 931 руб,8 663 руб
Премьер Класс Марсей Центр,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d482516-Reviews-Ibis_Marseille_Centre_Prefecture-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",6 475 руб - 8 025 руб,6 475 руб,8 025 руб
Ля Вилла Бланш,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2075038-Reviews-La_Villa_Blanche-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5","3,0",11 581 руб - 18 329 руб,11 581 руб,18 329 руб
Отель Сен Луи,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d238787-Reviews-Hotel_Saint_Louis-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","3,0",7 295 руб - 11 764 руб,7 295 руб,11 764 руб
Новотель Марсей Эст,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d197109-Reviews-Novotel_Marseille_Est_Porte_d_Aubagne-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_.html,Как добраться,"3,5","4,0",9 301 руб - 11 308 руб,9 301 руб,11 308 руб
Каса Ортега,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2647683-Reviews-Casa_Ortega-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"5,0","1,0",12 493 руб - 14 499 руб,12 493 руб,14 499 руб
Лё Рюль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d220191-Reviews-Le_Rhul-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",11 034 руб - 15 229 руб,11 034 руб,15 229 руб
Пти Нис Пасседа,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d198259-Reviews-Petit_Nice_Passedat_Hotel-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0",,26 263 руб - 65 749 руб,26 263 руб,65 749 руб
Бест Вестерн Боннвен Прадo,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d505290-Reviews-Le_Drip_s-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,11 659 руб,"3,5","3,0",9 393 руб - 13 496 руб,9 393 руб,13 496 руб
Residhome Marseille,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d19925956-Reviews-Residhome_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","4,0",9 484 руб - 13 131 руб,9 484 руб,13 131 руб
Massilia Hotel,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d12007946-Reviews-Massilia_Hotel-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0","4,0",5 745 руб - 7 660 руб,5 745 руб,7 660 руб
Аппар'Сити Марсей Эром,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d3937532-Reviews-Appart_City_Classic_Marseille_Euromed-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d.html,Как добраться,"3,0","3,0",5 289 руб - 7 113 руб,5 289 руб,7 113 руб
Отель Де Рoм & Сен Пьер,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d229776-Reviews-Hotel_ibis_Styles_Marseille_Vieux_Port-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d.html,Как добраться,,"3,0",8 298 руб - 13 587 руб,8 298 руб,13 587 руб
Лoжи Эдмон Рoстан,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d236938-Reviews-Hotel_Edmond_Rostand-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",6 383 руб - 9 849 руб,6 383 руб,9 849 руб
Эроп Отель,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d572344-Reviews-Europe_Hotel-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,,"2,0",5 563 руб - 10 305 руб,5 563 руб,10 305 руб
B&B HOTEL Marseille la Valentine Saint Menet,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d13340568-Reviews-B_B_HOTEL_Marseille_la_Valentine_Saint_Menet-Marseille_Bouches_du_Rhone_Provence_Alpe.html,Как добраться,"3,5","2,5",5 289 руб - 5 836 руб,5 289 руб,5 836 руб
Maison Juste,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d25560444-Reviews-Maison_Juste-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"5,0",,8 025 руб - 11 855 руб,8 025 руб,11 855 руб
Оберж Де Жёнес Де Буа Люзи,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d219497-Reviews-Auberge_de_Jeunesse_Marseille_Chateau_de_Bois_Luzy-Marseille_Bouches_du_Rhone_Provence_.html,Как добраться,"3,5","2,0",3 192 руб - 10 122 руб,3 192 руб,10 122 руб
Вилла Вальфлoр,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d2519542-Reviews-Villa_Valflor-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,5","3,0",15 594 руб - 16 688 руб,15 594 руб,16 688 руб
Chateau Beaupin,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d15317585-Reviews-Chateau_Beaupin-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0",,13 496 руб - 20 974 руб,13 496 руб,20 974 руб
Бед Энд Брекфаст Отель Марсей Эстак,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d4178803-Reviews-B_B_HOTEL_Marseille_Estaque-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,0","2,0",6 566 руб - 9 028 руб,6 566 руб,9 028 руб
Бед Энд Брекфаст Эн Ма Эн Виль,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d1132999-Reviews-Bed_Breakfast_Un_Mas_en_Ville-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,5","3,0",14 135 руб - 14 317 руб,14 135 руб,14 317 руб
Hôtel du Rocher,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d6206610-Reviews-Hotel_du_Rocher-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,0","1,0",8 572 руб - 9 575 руб,8 572 руб,9 575 руб
Les Cabanons de Fonfon,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d5544514-Reviews-Les_Cabanons_de_Fonfon-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"4,0",,11 490 руб - 13 496 руб,11 490 руб,13 496 руб
B&b Hotel Marseille Les Ports,Марсель,https://www.tripadvisor.ru/Hotel_Review-g187253-d10356799-Reviews-B_b_Hotel_Marseille_Les_Ports-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,Как добраться,"3,0","2,0",6 748 руб - 7 478 руб,6 748 руб,7 478 руб
